TCONST	TITLETYPE	PRIMARYTITLE	ORIGINALTITLE	ISADULT	STARTYEAR	ENDYEAR	RUNTIMEMINUTES	GENRES	AVERAGERATING	NUMVOTES	TITLETYPE_NEW	SHOW_ID	TYPE	TITLE	DIRECTOR	CAST	COUNTRY	DATE_ADDED	RELEASE_YEAR	RATING	DURATION	LISTED_IN	DESCRIPTION
tt0411469	movie	Hazaaron Khwaishein Aisi	Hazaaron Khwaishein Aisi	0	2003		120	Drama	7.9	4491	Movie	70040077	Movie	Hazaaron Khwaishein Aisi	Sudhir Mishra	Kay Kay Menon, Shiney Ahuja, Chitrangada Singh, Ram Kapoor, Saurabh Shukla, Yashpal Sharma, Jasbir Malik, Sohrab Ardeshir, Aditya Bhattacharya, Arif Zakaria	India, France	April 15, 2019	2003	TV-MA	111 min	Dramas, International Movies, Romantic Movies	In a politically charged India of the 1970s, three friends are transformed by personal ideologies, dangerous ambitions and matters of the heart.
tt0276751	movie	About a Boy	About a Boy	0	2002		101	Comedy,Drama,Romance	7.0	166965	Movie	60022998	Movie	About a Boy	Chris Weitz, Paul Weitz	Nicholas Hoult, Toni Collette, Victoria Smurfit, Sharon Small, Natalia Tena, Isabel Brook, Hugh Grant, Rachel Weisz, Nicholas Hutchison	United Kingdom, United States, France, Germany	February 1, 2019	2002	PG-13	101 min	Comedies, Dramas, International Movies	Hip, irresponsible Londoner Will invents an imaginary son and starts attending single-parent meetings to find available women.
tt0119326	movie	How to Be a Player	How to Be a Player	0	1997		93	Comedy	5.4	8574	Movie	1179333	Movie	How to Be a Player	Lionel C. Martin	Bill Bellamy, Natalie Desselle, Lark Voorhies, Mari Morrow, Pierre Edwards, Jermaine 'Huggy' Hopkins, Anthony Johnson, Max Julien, Beverly Johnson, Gilbert Gottfried, Bernie Mac	United States	November 1, 2019	1997	R	94 min	Comedies	Dray lives life one woman at a time and is the envy of all his friends, until his sister decides to show him the error of his philandering ways.
tt0064116	movie	Once Upon a Time in the West	C'era una volta il West	0	1968		165	Western	8.5	288355	Movie	60031884	Movie	Once Upon a Time in the West	Sergio Leone	Henry Fonda, Charles Bronson, Claudia Cardinale, Jason Robards, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Frank Wolff, Lionel Stander	Italy, United States	November 20, 2019	1968	PG-13	166 min	Action & Adventure, Classic Movies, International Movies	In this epic spaghetti Western, a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse.
tt0118655	movie	Austin Powers: International Man of Mystery	Austin Powers: International Man of Mystery	0	1997		94	Adventure,Comedy	7.0	214881	Movie	1153656	Movie	Austin Powers: International Man of Mystery	Jay Roach	Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Robert Wagner, Seth Green, Fabiana Udenio, Mindy Sterling, Paul Dillon, Charles Napier, Will Ferrell	United States	December 1, 2019	1997	PG-13	90 min	Comedies	A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil.
tt0280707	movie	Gosford Park	Gosford Park	0	2001		131	Comedy,Drama,Mystery	7.2	77266	Movie	60021796	Movie	Gosford Park	Robert Altman	Eileen Atkins, Bob Balaban, Alan Bates, Charles Dance, Stephen Fry, Michael Gambon, Richard E. Grant, Tom Hollander, Derek Jacobi, Kelly Macdonald, Helen Mirren, Jeremy Northam, Clive Owen, Ryan Phillippe, Maggie Smith, Geraldine Somerville, Kristin Scott Thomas, Sophie Thompson, Emily Watson, James Wilby	United States, United Kingdom, Italy	November 1, 2019	2001	R	137 min	Comedies, Dramas, International Movies	In this witty whodunit, wealthy guests and their servants gather for a weekend stay at the home of Sir William McCordle, who is soon found murdered.
tt0097142	movie	Dad	Dad	0	1989		117	Comedy,Drama	6.3	4416	Movie	60011619	Movie	Dad	Gary David Goldberg	Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker, Kevin Spacey, Ethan Hawke, Zakes Mokae, J.T. Walsh, Peter Michael Goetz, John Apicella, Richard McGonagle, Bill Morey, Mary Fogarty	United States	April 1, 2018	1989	PG	117 min	Dramas	Family bonds are revived after a father is diagnosed with cancer in this bittersweet drama. Dutiful son John cares for his aging father, Jake, but not without complaint.
tt0234215	movie	The Matrix Reloaded	The Matrix Reloaded	0	2003		138	Action,Sci-Fi	7.2	498551	Movie	60027695	Movie	The Matrix Reloaded	Lilly Wachowski, Lana Wachowski	Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye	United States	November 1, 2019	2003	R	138 min	Action & Adventure, Sci-Fi & Fantasy	The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.
tt0109813	movie	The Flintstones	The Flintstones	0	1994		91	Comedy,Family,Fantasy	4.9	73272	Movie	510854	Movie	The Flintstones	Brian Levant	John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan, Halle Berry, Elizabeth Taylor, Dann Florek, Sam Raimi, Harvey Korman	United States	October 1, 2019	1994	PG	91 min	Children & Family Movies, Comedies	The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.
tt0074812	movie	Logan's Run	Logan's Run	0	1976		119	Action,Sci-Fi	6.8	49898	Movie	709163	Movie	Logan's Run	Michael Anderson	Michael York, Richard Jordan, Farrah Fawcett, Jenny Agutter, Peter Ustinov, Roscoe Lee Browne, Randolph Roberts, Gary Morgan, Greg Lewis	United States	November 1, 2019	1976	PG	118 min	Action & Adventure, Classic Movies, Cult Movies	In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30.
tt0452694	movie	The Time Traveler's Wife	The Time Traveler's Wife	0	2009		107	Drama,Fantasy,Romance	7.1	136843	Movie	70105596	Movie	The Time Traveler's Wife	Robert Schwentke	Rachel McAdams, Eric Bana, Arliss Howard, Ron Livingston, Stephen Tobolowsky, Michelle Nolden, Jane McLean, Hailey McCann, Tatum McCann, Brooklynn Proulx, Alex Ferris	United States	October 1, 2019	2009	PG-13	107 min	Dramas, Romantic Movies, Sci-Fi & Fantasy	Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love.
tt0112442	movie	Bad Boys	Bad Boys	0	1995		119	Action,Comedy,Crime	6.9	229881	Movie	269880	Movie	Bad Boys	Michael Bay	Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso	United States	October 1, 2019	1995	R	119 min	Action & Adventure, Comedies	In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin.
tt0227194	movie	One 2 Ka 4	One 2 Ka 4	0	2001		169	Action,Comedy,Crime	5.4	4587	Movie	80156935	Movie	One 2 Ka 4	Shashilal K. Nair	Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana	India	March 15, 2017	2001	TV-14	160 min	Action & Adventure, Comedies, Dramas	When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them.
tt0099652	movie	Ghayal	Ghayal	0	1990		163	Action,Crime,Drama	7.6	3724	Movie	20077944	Movie	Ghayal	Rajkumar Santoshi	Sunny Deol, Meenakshi Sheshadri, Amrish Puri, Moushumi Chatterjee, Kulbhushan Kharbanda, Om Puri, Raj Babbar, Shabbir Khan	India	December 31, 2019	1990	TV-14	163 min	Action & Adventure, Dramas, International Movies	Framed for his older brother's murder, a boxer seeks violent revenge against the true killer who's torn his family apart.
tt0104057	movie	Daughters of the Dust	Daughters of the Dust	0	1991		112	Drama,History,Romance	6.5	1890	Movie	60001104	Movie	Daughters of the Dust	Julie Dash	Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier, Adisa Anderson, Kaycee Moore, Bahni Turpin, Cheryl Lynn Bruce, Tommy Redmond Hicks, Cornell Royal	United Kingdom, United States	June 10, 2017	1991	NR	112 min	Classic Movies, Dramas, Independent Movies	An African American Gullah family leaves their coastal island home in 1902 and risks losing their culture to start a new life on the U.S. mainland.
tt0181852	movie	Terminator 3: Rise of the Machines	Terminator 3: Rise of the Machines	0	2003		109	Action,Sci-Fi	6.3	367386	Movie	60029154	Movie	Terminator 3: Rise of the Machines	Jonathan Mostow	Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford	United States, Germany, United Kingdom	January 1, 2020	2003	R	109 min	Action & Adventure, Sci-Fi & Fantasy	Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started.
tt0327036	movie	Martin Lawrence Live: Runteldat	Martin Lawrence Live: Runteldat	0	2002		113	Comedy,Documentary	5.4	1608	Movie	60024161	Movie	Martin Lawrence Live: Runteldat	David Raynr	Martin Lawrence	United States	December 1, 2019	2002	R	104 min	Stand-Up Comedy	This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side.
tt0267626	movie	K-19: The Widowmaker	K-19: The Widowmaker	0	2002		138	Drama,History,Thriller	6.7	57717	Movie	60023606	Movie	K-19: The Widowmaker	Kathryn Bigelow	Harrison Ford, Liam Neeson, Peter Sarsgaard, Sam Spruell, Joss Ackland, Peter Stebbings, Christian Camargo, Sam Redford, John Shrapnel, Donald Sumpter	United Kingdom, Germany, Canada, United States	November 21, 2019	2002	PG-13	138 min	Action & Adventure, Dramas	On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.
tt0451702	movie	Devrai	Devrai	0	2004		108	Drama	7.8	86	Movie	70117122	Movie	Devrai	Sumitra Bhave, Sunil Sukthankar	Atul Kulkarni, Sonali Kulkarni, Tushar Dalvi, Devika Daftardar, Amruta Subhash, Mohan Agashe, Ashwin Chitale, Jyoti Subhash	India	January 1, 2018	2004	TV-PG	123 min	Dramas, International Movies	After science student Shesh Shahi – a shy eccentric with a strange connection to nature – is examined by a team of mental hospital doctors, a gripping portrait of schizophrenia emerges.
tt0449306	movie	Lucky: No Time for Love	Lucky: No Time for Love	0	2005		180	Drama,Musical,Romance	4.7	3081	Movie	70040076	Movie	Lucky: No Time for Love	Radhika Rao, Vinay Sapru	Salman Khan, Sneha Ullal, Mithun Chakraborty, Kader Khan, Navni Parihar, Ravi Baswani, Vikram Gokhale, Mumait Khan	India	November 15, 2017	2005	TV-14	131 min	Dramas, International Movies, Romantic Movies	During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos.
tt0186566	movie	Space Cowboys	Space Cowboys	0	2000		130	Action,Adventure,Thriller	6.4	71368	Movie	60001363	Movie	Space Cowboys	Clint Eastwood	Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Rade Serbedzija, Barbara Babcock, Blair Brown	United States	August 1, 2019	2000	PG-13	130 min	Action & Adventure, Dramas, Sci-Fi & Fantasy	A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.
tt0059113	movie	Doctor Zhivago	Doctor Zhivago	0	1965		197	Drama,Romance,War	8.0	67135	Movie	449931	Movie	Doctor Zhivago	David Lean	Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger, Alec Guinness, Tom Courtenay, Siobhan McKenna, Ralph Richardson, Jeffrey Rockland	United States, Italy, United Kingdom, Liechtenstein	November 1, 2019	1965	PG-13	200 min	Classic Movies, Dramas, Romantic Movies	A young physician and his beautiful mistress get swept up in the danger and drama of the Bolshevik Revolution in this Oscar-winning epic.
tt0116313	movie	The First Wives Club	The First Wives Club	0	1996		103	Comedy	6.4	41247	Movie	506464	Movie	The First Wives Club	Hugh WIlson	Bette Midler, Goldie Hawn, Diane Keaton, Maggie Smith, Dan Hedaya, Sarah Jessica Parker, Stockard Channing, Victor Garber, Stephen Collins, Marcia Gay Harden, Jennie Dundas, Elizabeth Berkley, Eileen Heckart, Bronson Pinchot, Rob Reiner	United States	November 20, 2019	1996	PG	103 min	Comedies	Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes.
tt0104685	movie	The Last Days of Chez Nous	The Last Days of Chez Nous	0	1992		93	Comedy,Drama,Romance	6.5	792	Movie	80025702	Movie	The Last Days of Chez Nous	Gillian Armstrong	Lisa Harrow, Bruno Ganz, Kerry Fox, Miranda Otto, Kiri Paramore, Bill Hunter	Australia	November 1, 2016	1992	R	93 min	Classic Movies, Dramas	Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.
tt0071853	movie	Monty Python and the Holy Grail	Monty Python and the Holy Grail	0	1975		91	Adventure,Comedy,Fantasy	8.2	483799	Movie	771476	Movie	Monty Python and the Holy Grail	Terry Gilliam, Terry Jones	Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes	United Kingdom	January 2, 2019	1975	PG	92 min	Action & Adventure, Classic Movies, Comedies	The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
tt0116253	movie	Executive Decision	Executive Decision	0	1996		133	Action,Adventure,Thriller	6.4	48840	Movie	485218	Movie	Executive Decision	Stuart Baird	Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt, Steven Seagal, Joe Morton, David Suchet, BD Wong, Len Cariou, Whip Hubley	United States	November 1, 2019	1996	R	133 min	Action & Adventure	When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.
tt0102266	movie	The Last Boy Scout	The Last Boy Scout	0	1991		105	Action,Comedy,Crime	7.0	89790	Movie	684847	Movie	The Last Boy Scout	Tony Scott	Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill	United States	November 1, 2019	1991	R	105 min	Action & Adventure, Comedies	Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.
tt0457510	movie	Nacho Libre	Nacho Libre	0	2006		92	Comedy,Family,Sport	5.7	78893	Movie	70044883	Movie	Nacho Libre	Jared Hess	Jack Black, Ana de la Reguera, Héctor Jiménez, Darius Rose, Moises Arias, Diego Eduardo Gomez, Carlos Maycotte, Richard Montoya, Cesar Gonzalez, Rafael Montalvo	United States, Mexico	November 1, 2019	2006	PG	92 min	Comedies, Sports Movies	When Ignacio learns of an orphanage's financial woes, he pitches in to help – by disguising himself and joining the professional wrestling circuit.
tt0106965	movie	Free Willy	Free Willy	0	1993		112	Adventure,Drama,Family	6.0	66161	Movie	523650	Movie	Free Willy	Simon Wincer	Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg, Michael Madsen, Michael Ironside, Richard Riehle, Mykelti Williamson, Michael Bacall, Danielle Harris	United States, France, Mexico	January 1, 2020	1993	PG	112 min	Children & Family Movies, Dramas	Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit.
tt0305455	movie	Pitaah	Pitaah	0	2002		126	Action,Drama	6.4	668	Movie	60032008	Movie	Pitaah	Mahesh Manjrekar	Sanjay Dutt, Nandita Das, Om Puri, Jackie Shroff, Mita Vashisht, Sachin Khedekar, Anjan Srivastav, Dinesh Anand, Mink Singh, Siddharth	India	March 1, 2018	2002	TV-MA	127 min	Dramas, International Movies, Music & Musicals	Thakur Avadh is an evil landlord in a remote village who rules with an iron fist. His two sons live a debauched life, knowing that their father will bail them out of any scrape.
tt0494238	movie	Inkheart	Inkheart	0	2008		106	Adventure,Family,Fantasy	6.1	71494	Movie	70101345	Movie	Inkheart	Iain Softley	Brendan Fraser, Paul Bettany, Helen Mirren, Jim Broadbent, Andy Serkis, Sienna Guillory, Eliza Bennett, Rafi Gavron, Lesley Sharp, Jamie Foreman	Germany, United Kingdom, United States	July 1, 2019	2008	PG	106 min	Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy	Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud.
tt0452637	movie	Lady in the Water	Lady in the Water	0	2006		110	Drama,Fantasy,Mystery	5.5	92955	Movie	70044688	Movie	Lady in the Water	M. Night Shyamalan	Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt	United States	July 1, 2019	2006	PG-13	110 min	Sci-Fi & Fantasy, Thrillers	When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.
tt0255212	movie	Hamara Dil Aapke Paas Hai	Hamara Dil Aapke Paas Hai	0	2000		165	Drama,Romance	5.6	1695	Movie	60003401	Movie	Hamara Dil Aapke Paas Hai	Satish Kaushik	Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Rajkumar, Anupam Kher, Satish Kaushik, Mukesh Rishi, Jaspal Bhatti, Razak Khan, Himani Shivpuri, Smita Jaykar, Tanaaz Currim Irani	India	March 1, 2018	2000	TV-14	158 min	Dramas, International Movies, Music & Musicals	Love blooms when kind-hearted Avinash takes in Preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors.
